region_id,Age_40_44_NonInd_F,Age_40_44_NonInd_P,Age_40_44_Indig_st_nsM,Age_40_44_Indig_st_nsF,Age_40_44_Indig_st_nsP,Age_40_44_TotM,Age_40_44_TotF,Age_40_44_TotP,Age_45_49_Indig_M,Age_45_49_Indig_F,Age_45_49_Indig_P,Age_45_49_NonInd_M,Age_45_49_NonInd_F,Age_45_49_NonInd_P,Age_45_49_Indig_st_nsM,Age_45_49_Indig_st_nsF,Age_45_49_Indig_st_nsP,Age_45_49_TotM,Age_45_49_TotF,Age_45_49_TotP,Age_50_54_Indig_M,Age_50_54_Indig_F,Age_50_54_Indig_P,Age_50_54_NonInd_M,Age_50_54_NonInd_F,Age_50_54_NonInd_P,Age_50_54_Indig_st_nsM,Age_50_54_Indig_st_nsF,Age_50_54_Indig_st_nsP,Age_50_54_TotM,Age_50_54_TotF,Age_50_54_TotP,Age_55_59_Indig_M,Age_55_59_Indig_F,Age_55_59_Indig_P,Age_55_59_NonInd_M,Age_55_59_NonInd_F,Age_55_59_NonInd_P,Age_55_59_Indig_st_nsM,Age_55_59_Indig_st_nsF,Age_55_59_Indig_st_nsP,Age_55_59_TotM,Age_55_59_TotF,Age_55_59_TotP,Age_60_64_Indig_M,Age_60_64_Indig_F,Age_60_64_Indig_P,Age_60_64_NonInd_M,Age_60_64_NonInd_F,Age_60_64_NonInd_P,Age_60_64_Indig_st_nsM,Age_60_64_Indig_st_nsF,Age_60_64_Indig_st_nsP,Age_60_64_TotM,Age_60_64_TotF,Age_60_64_TotP,Age_65over_Indig_M,Age_65over_Indig_F,Age_65over_Indig_P,Age_65over_NonInd_M,Age_65over_NonInd_F,Age_65over_NonInd_P,Age_65over_Indig_st_nsM,Age_65over_Indig_st_nsF,Age_65over_Indig_st_nsP,Age_65_over_TotM,Age_65_over_TotF,Age_65_over_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_Indig_st_nsM,Tot_Indig_st_nsF,Tot_Indig_st_nsP,Tot_TotM,Tot_TotF,Tot_TotP
LGA13800,2336,4465,110,125,235,2281,2515,4796,34,57,91,2136,2275,4411,112,103,215,2282,2435,4717,38,40,78,2097,2106,4203,104,91,195,2239,2237,4476,26,22,48,1727,1750,3477,88,83,171,1841,1855,3696,24,15,39,1604,1618,3222,102,75,177,1730,1708,3438,21,28,49,3139,3626,6765,207,226,433,3367,3880,7247,814,793,1607,28737,29076,57813,1506,1428,2934,31057,31297,62354
LGA13850,90,186,7,0,7,106,90,196,3,14,17,112,122,234,3,6,9,118,142,260,3,6,9,127,110,237,7,3,10,137,119,256,4,3,7,78,88,166,4,3,7,86,94,180,5,0,5,88,84,172,4,0,4,97,84,181,3,6,9,256,268,524,17,21,38,276,295,571,92,77,169,1313,1336,2649,74,67,141,1479,1480,2959
LGA13950,3131,6251,175,167,342,3320,3329,6649,18,25,43,2988,2973,5961,175,130,305,3181,3128,6309,17,25,42,2615,2731,5346,176,147,323,2808,2903,5711,15,19,34,2220,2388,4608,119,132,251,2354,2539,4893,13,17,30,2240,2330,4570,115,103,218,2368,2450,4818,19,26,45,5003,6181,11184,332,416,748,5354,6623,11977,385,430,815,45773,46980,92753,2946,2648,5594,49104,50058,99162
LGA14000,6179,11624,147,142,289,5610,6345,11955,14,20,34,5791,6305,12096,165,166,331,5970,6491,12461,10,16,26,5569,5956,11525,191,136,327,5770,6108,11878,8,15,23,4710,4841,9551,147,113,260,4865,4969,9834,7,8,15,4131,4231,8362,116,114,230,4254,4353,8607,18,15,33,9648,12083,21731,372,501,873,10038,12599,22637,262,301,563,73909,77918,151827,2287,2170,4457,76458,80389,156847
LGA14100,499,955,16,16,32,472,521,993,0,0,0,432,484,916,11,19,30,443,503,946,0,0,0,403,439,842,17,14,31,420,453,873,0,0,0,379,427,806,17,9,26,396,436,832,0,0,0,407,410,817,12,11,23,419,421,840,5,0,5,1003,1443,2446,45,65,110,1053,1508,2561,41,11,52,6260,6431,12691,237,235,472,6538,6677,13215
LGA14150,2748,5185,78,84,162,2524,2851,5375,14,16,30,2616,2811,5427,90,95,185,2720,2922,5642,12,13,25,2441,2629,5070,100,97,197,2553,2739,5292,10,10,20,2050,2327,4377,94,81,175,2154,2418,4572,4,12,16,1927,1951,3878,75,69,144,2006,2032,4038,10,13,23,5038,6562,11600,231,283,514,5279,6858,12137,231,259,490,36502,38926,75428,1494,1444,2938,38227,40629,78856
LGA14200,469,913,16,9,25,487,520,1007,36,20,56,465,479,944,24,15,39,525,514,1039,31,22,53,485,526,1011,29,14,43,545,562,1107,14,19,33,456,462,918,22,9,31,492,490,982,16,18,34,484,502,986,17,14,31,517,534,1051,22,19,41,1334,1578,2912,62,74,136,1418,1671,3089,547,505,1052,7013,7419,14432,338,253,591,7898,8177,16075
LGA14250,45,91,4,4,8,50,53,103,5,3,8,53,45,98,5,0,5,63,48,111,0,4,4,64,64,128,6,6,12,70,74,144,0,0,0,54,41,95,0,0,0,54,41,95,0,4,4,58,47,105,3,3,6,61,54,115,0,4,4,141,133,274,13,13,26,154,150,304,17,28,45,734,641,1375,49,29,78,800,698,1498
LGA14300,144,364,6,3,9,257,157,414,20,8,28,196,167,363,3,9,12,219,184,403,9,3,12,212,185,397,9,6,15,230,194,424,0,6,6,202,164,366,15,8,23,217,178,395,6,4,10,173,178,351,10,7,17,189,189,378,4,6,10,372,390,762,47,34,81,423,430,853,279,113,392,2907,2316,5223,152,112,264,3338,2541,5879
LGA14350,702,1387,38,36,74,813,836,1649,96,89,185,809,872,1681,47,45,92,952,1006,1958,71,79,150,948,989,1937,58,36,94,1077,1104,2181,58,68,126,982,1005,1987,48,38,86,1088,1111,2199,37,47,84,1077,973,2050,53,31,84,1167,1051,2218,62,60,122,2515,2628,5143,127,191,318,2704,2879,5583,1569,1546,3115,11905,11846,23751,637,630,1267,14111,14022,28133
LGA14400,619,1189,17,14,31,596,646,1242,10,9,19,626,734,1360,23,15,38,659,758,1417,7,8,15,712,839,1551,33,32,65,752,879,1631,8,4,12,757,767,1524,39,24,63,804,795,1599,0,0,0,656,712,1368,22,12,34,678,724,1402,6,15,21,1807,2143,3950,73,69,142,1886,2227,4113,142,143,285,9301,9768,19069,348,283,631,9791,10194,19985
LGA14450,2073,3911,65,67,132,1913,2146,4059,3,8,11,1940,2083,4023,81,74,155,2024,2165,4189,3,10,13,1811,1900,3711,74,62,136,1888,1972,3860,0,7,7,1474,1562,3036,54,71,125,1528,1640,3168,4,7,11,1350,1450,2800,48,62,110,1402,1519,2921,9,4,13,3388,4150,7538,150,160,310,3547,4314,7861,102,124,226,26005,27371,53376,1141,1063,2204,27248,28558,55806
LGA14500,4450,8059,133,140,273,3747,4595,8342,8,4,12,4117,4736,8853,132,134,266,4257,4874,9131,0,7,7,3921,4151,8072,134,123,257,4055,4281,8336,7,6,13,3172,3354,6526,125,121,246,3304,3481,6785,0,0,0,2920,3132,6052,103,104,207,3023,3236,6259,4,6,10,8071,10075,18146,345,519,864,8420,10600,19020,65,84,149,50352,54981,105333,1843,1973,3816,52260,57038,109298
LGA14550,268,517,11,21,32,269,309,578,8,12,20,303,325,628,20,18,38,331,355,686,19,18,37,397,377,774,21,17,38,437,412,849,18,9,27,415,368,783,22,23,45,455,400,855,8,5,13,373,341,714,18,19,37,399,365,764,13,10,23,721,770,1491,43,43,86,777,823,1600,254,234,488,4157,4139,8296,230,213,443,4641,4586,9227
LGA14600,157,301,11,8,19,178,199,377,22,34,56,153,168,321,7,7,14,182,209,391,27,22,49,204,182,386,8,13,21,239,217,456,24,20,44,204,177,381,12,7,19,240,204,444,30,15,45,202,168,370,8,4,12,240,187,427,30,33,63,530,564,1094,27,32,59,587,629,1216,502,561,1063,2600,2557,5157,146,107,253,3248,3225,6473
LGA14650,5983,11833,207,164,371,6200,6330,12530,132,162,294,5849,6381,12230,202,200,402,6183,6743,12926,130,114,244,6223,6481,12704,241,207,448,6594,6802,13396,82,108,190,5818,6266,12084,213,171,384,6113,6545,12658,64,77,141,5657,6101,11758,205,193,398,5926,6371,12297,104,136,240,15081,18143,33224,596,786,1382,15781,19065,34846,2702,2892,5594,86417,90822,177239,3192,2980,6172,92311,96694,189005
LGA14700,1239,2354,46,36,82,1161,1281,2442,0,5,5,1054,1145,2199,28,36,64,1082,1186,2268,3,3,6,951,1017,1968,30,35,65,984,1055,2039,0,4,4,761,967,1728,31,37,68,792,1008,1800,0,0,0,814,820,1634,33,38,71,847,858,1705,4,0,4,1685,2332,4017,82,130,212,1771,2462,4233,32,46,78,14659,15599,30258,567,607,1174,15258,16252,31510
LGA14750,317,628,20,15,35,351,347,698,15,11,26,362,341,703,19,9,28,396,361,757,10,14,24,351,373,724,14,17,31,375,404,779,3,10,13,313,266,579,10,12,22,326,288,614,13,4,17,258,268,526,17,17,34,288,289,577,6,11,17,684,815,1499,51,70,121,741,896,1637,298,354,652,4849,4904,9753,292,342,634,5439,5600,11039
LGA14800,2367,4624,169,116,285,2444,2501,4945,11,25,36,1757,1941,3698,101,109,210,1869,2075,3944,11,20,31,1424,1543,2967,89,82,171,1524,1645,3169,11,13,24,1324,1570,2894,77,91,168,1412,1674,3086,6,12,18,1253,1390,2643,79,68,147,1338,1470,2808,13,19,32,2194,2764,4958,183,210,393,2390,2993,5383,232,283,515,23006,25810,48816,1488,1377,2865,24726,27470,52196
LGA14850,1365,2640,58,45,103,1386,1475,2861,43,45,88,1416,1556,2972,68,57,125,1527,1658,3185,43,50,93,1572,1656,3228,78,45,123,1693,1751,3444,29,35,64,1558,1547,3105,72,46,118,1659,1628,3287,19,24,43,1302,1279,2581,40,41,81,1361,1344,2705,21,30,51,2678,3312,5990,106,125,231,2805,3467,6272,937,978,1915,19086,20106,39192,881,778,1659,20904,21862,42766
LGA14870,560,1154,28,24,52,648,603,1251,21,22,43,670,679,1349,38,34,72,729,735,1464,22,17,39,765,696,1461,34,25,59,821,738,1559,16,19,35,649,648,1297,43,21,64,708,688,1396,11,13,24,730,649,1379,35,24,59,776,686,1462,28,17,45,1599,1771,3370,97,138,235,1724,1926,3650,492,408,900,9264,8962,18226,534,503,1037,10290,9873,20163
LGA14900,6421,12519,328,320,648,6483,6821,13304,76,85,161,6282,6030,12312,350,317,667,6708,6432,13140,50,77,127,5341,5459,10800,361,324,685,5752,5860,11612,42,50,92,4278,4377,8655,284,274,558,4604,4701,9305,39,39,78,3618,3556,7174,256,223,479,3913,3818,7731,46,67,113,7020,8162,15182,541,656,1197,7607,8885,16492,1300,1377,2677,82640,84254,166894,5384,5188,10572,89324,90819,180143
LGA14920,201,405,13,5,18,243,236,479,25,21,46,229,203,432,7,8,15,261,232,493,26,24,50,230,250,480,20,13,33,276,287,563,17,17,34,273,227,500,14,14,28,304,258,562,14,15,29,249,237,486,17,7,24,280,259,539,25,40,65,681,719,1400,25,24,49,731,783,1514,398,418,816,3209,3149,6358,163,143,306,3770,3710,7480
LGA14950,87,176,5,8,13,97,95,192,0,3,3,117,100,217,9,3,12,126,106,232,0,3,3,104,104,208,3,3,6,107,110,217,3,4,7,111,97,208,0,3,3,114,104,218,3,0,3,113,91,204,4,3,7,120,94,214,3,0,3,287,299,586,6,7,13,296,306,602,51,28,79,1412,1392,2804,64,49,113,1527,1469,2996
LGA15050,2328,4486,104,83,187,2312,2503,4815,47,58,105,2078,2226,4304,93,73,166,2218,2357,4575,37,57,94,2103,2178,4281,91,80,171,2231,2315,4546,33,32,65,1893,1951,3844,78,52,130,2004,2035,4039,22,39,61,1669,1807,3476,67,66,133,1758,1912,3670,33,47,80,3598,4521,8119,156,206,362,3787,4774,8561,1126,1226,2352,30534,32028,62562,1346,1219,2565,33006,34473,67479
LGA15150,1574,3070,88,61,149,1587,1638,3225,3,0,3,1349,1421,2770,90,71,161,1442,1492,2934,5,3,8,1154,1195,2349,64,51,115,1223,1249,2472,3,3,6,905,968,1873,67,54,121,975,1025,2000,3,4,7,871,948,1819,54,58,112,928,1010,1938,10,9,19,2237,2745,4982,148,205,353,2395,2959,5354,68,47,115,18092,19164,37256,1248,1129,2377,19408,20340,39748
LGA15200,3151,6265,237,204,441,3394,3407,6801,29,49,78,2673,2510,5183,214,168,382,2916,2727,5643,30,35,65,2163,2130,4293,183,131,314,2376,2296,4672,24,38,62,1701,1849,3550,150,117,267,1875,2004,3879,14,19,33,1489,1448,2937,135,102,237,1638,1569,3207,26,15,41,3465,3944,7409,276,259,535,3767,4218,7985,513,597,1110,34412,35662,70074,2912,2405,5317,37837,38664,76501
LGA15270,735,1437,56,44,100,790,802,1592,25,26,51,727,730,1457,51,25,76,803,781,1584,28,19,47,723,704,1427,38,24,62,789,747,1536,19,14,33,637,657,1294,49,26,75,705,697,1402,12,13,25,746,715,1461,41,29,70,799,757,1556,15,19,34,1807,1960,3767,129,124,253,1951,2103,4054,448,422,870,10101,10096,20197,736,515,1251,11285,11033,22318
LGA15300,327,707,34,31,65,502,443,945,73,106,179,347,320,667,34,28,62,454,454,908,61,73,134,382,345,727,31,23,54,474,441,915,44,42,86,351,284,635,34,26,60,429,352,781,32,48,80,312,297,609,21,22,43,365,367,732,74,83,157,685,676,1361,84,77,161,843,836,1679,1317,1474,2791,4968,4644,9612,544,481,1025,6829,6599,13428
LGA15350,1127,2014,72,77,149,964,1204,2168,3,5,8,872,1101,1973,72,62,134,947,1168,2115,0,0,0,865,925,1790,53,57,110,918,982,1900,0,0,0,699,820,1519,62,61,123,761,881,1642,0,0,0,682,884,1566,56,58,114,738,942,1680,0,0,0,1793,2471,4264,136,178,314,1929,2649,4578,16,10,26,11836,13667,25503,971,952,1923,12823,14629,27452
LGA15500,223,419,8,5,13,210,239,449,7,7,14,187,199,386,9,9,18,203,215,418,10,5,15,232,221,453,11,8,19,253,234,487,3,6,9,229,223,452,11,9,20,243,238,481,4,9,13,259,284,543,11,5,16,274,298,572,11,4,15,805,807,1612,41,39,80,857,850,1707,110,121,231,3220,3222,6442,164,120,284,3494,3463,6957
LGA15550,63,120,6,3,9,66,77,143,10,9,19,76,70,146,4,6,10,90,85,175,4,10,14,77,63,140,5,3,8,86,76,162,3,4,7,64,60,124,7,0,7,74,64,138,5,0,5,63,54,117,4,3,7,72,57,129,5,11,16,149,144,293,14,13,27,168,168,336,122,106,228,999,887,1886,77,71,148,1198,1064,2262
LGA15650,469,1002,29,34,63,587,529,1116,29,25,54,579,464,1043,35,23,58,643,512,1155,14,21,35,483,459,942,25,23,48,522,503,1025,8,9,17,460,379,839,28,20,48,496,408,904,7,4,11,358,356,714,34,18,52,399,378,777,12,7,19,727,834,1561,44,51,95,783,892,1675,432,414,846,7243,6774,14017,489,438,927,8164,7626,15790
LGA15700,472,854,20,15,35,435,524,959,27,42,69,540,589,1129,12,19,31,579,650,1229,28,36,64,667,773,1440,34,29,63,729,838,1567,23,31,54,715,685,1400,30,24,54,768,740,1508,22,18,40,719,734,1453,33,21,54,774,773,1547,38,34,72,2043,2245,4288,87,105,192,2168,2384,4552,662,696,1358,8057,8510,16567,373,344,717,9092,9550,18642
LGA15750,334,723,24,27,51,440,406,846,20,42,62,409,405,814,20,19,39,449,466,915,36,45,81,419,407,826,20,12,32,475,464,939,21,26,47,389,355,744,27,10,37,437,391,828,17,13,30,372,339,711,27,17,44,416,369,785,29,33,62,890,976,1866,46,59,105,965,1068,2033,671,717,1388,5485,5429,10914,322,301,623,6478,6447,12925
LGA15800,145,291,10,7,17,174,164,338,16,23,39,144,180,324,14,9,23,174,212,386,24,10,34,204,198,402,12,16,28,240,224,464,19,10,29,182,154,336,9,12,21,210,176,386,11,4,15,201,174,375,12,9,21,224,187,411,14,14,28,499,561,1060,38,43,81,551,618,1169,288,303,591,2443,2489,4932,188,191,379,2919,2983,5902
LGA15850,157,312,8,8,16,195,207,402,21,39,60,172,166,338,9,8,17,202,213,415,31,27,58,201,188,389,9,3,12,241,218,459,26,30,56,182,180,362,11,11,22,219,221,440,24,20,44,206,176,382,7,8,15,237,204,441,23,28,51,489,521,1010,37,25,62,549,574,1123,602,687,1289,2532,2477,5009,156,128,284,3290,3292,6582
LGA15900,4707,9195,227,162,389,4830,4991,9821,109,109,218,4621,4662,9283,223,154,377,4953,4925,9878,81,108,189,4527,4690,9217,234,197,431,4842,4995,9837,70,78,148,4144,4155,8299,178,140,318,4392,4373,8765,50,51,101,3642,3737,7379,171,155,326,3863,3943,7806,68,97,165,9273,12375,21648,472,659,1131,9813,13131,22944,1964,1963,3927,67772,70433,138205,3416,2987,6403,73152,75383,148535
LGA15950,2273,4334,203,200,403,2268,2480,4748,6,0,6,1668,1786,3454,168,145,313,1842,1931,3773,0,5,5,1544,1757,3301,173,144,317,1717,1906,3623,5,0,5,1401,1710,3111,127,128,255,1533,1838,3371,3,3,6,1505,1727,3232,155,114,269,1663,1844,3507,6,3,9,3089,4070,7159,303,341,644,3398,4414,7812,78,55,133,26888,30056,56944,2702,2512,5214,29668,32623,62291
LGA16100,182,349,6,3,9,178,188,366,6,3,9,171,142,313,4,12,16,181,157,338,7,3,10,158,155,313,3,4,7,168,162,330,3,3,6,176,173,349,5,4,9,184,180,364,7,0,7,196,187,383,14,7,21,217,194,411,3,5,8,403,400,803,23,19,42,429,424,853,90,68,158,2466,2229,4695,100,87,187,2656,2384,5040
LGA16150,1136,2177,72,61,133,1161,1282,2443,63,57,120,1049,1163,2212,54,41,95,1166,1261,2427,39,30,69,1108,1180,2288,56,35,91,1203,1245,2448,25,26,51,1019,1036,2055,53,36,89,1097,1098,2195,23,19,42,934,1002,1936,57,44,101,1014,1065,2079,23,32,55,2260,2925,5185,117,129,246,2400,3086,5486,1011,1038,2049,16545,17583,34128,1024,856,1880,18580,19477,38057
LGA16180,652,1177,40,32,72,574,692,1266,10,3,13,588,575,1163,39,26,65,637,604,1241,7,5,12,593,582,1175,39,40,79,639,627,1266,6,3,9,521,519,1040,46,29,75,573,551,1124,4,6,10,519,472,991,37,24,61,560,502,1062,0,0,0,786,729,1515,52,46,98,838,775,1613,113,115,228,6647,6656,13303,434,389,823,7194,7160,14354
LGA16200,407,827,18,18,36,469,460,929,27,25,52,444,424,868,23,24,47,494,473,967,23,29,52,463,441,904,27,21,48,513,491,1004,23,27,50,405,406,811,22,20,42,450,453,903,14,14,28,381,357,738,26,22,48,421,393,814,25,29,54,1098,1309,2407,86,92,178,1209,1430,2639,594,618,1212,6167,6391,12558,434,389,823,7195,7398,14593
LGA16250,5307,10501,319,256,575,5557,5616,11173,40,46,86,4966,5128,10094,285,256,541,5291,5430,10721,42,25,67,4508,4690,9198,282,228,510,4832,4943,9775,29,24,53,3989,4085,8074,227,202,429,4245,4311,8556,18,21,39,3407,3434,6841,167,137,304,3592,3592,7184,38,38,76,8250,10250,18500,447,607,1054,8735,10895,19630,744,657,1401,77732,78256,155988,5084,4386,9470,83560,83299,166859
LGA16350,5927,11588,202,212,414,6001,6329,12330,115,142,257,5509,5813,11322,263,198,461,5887,6153,12040,106,111,217,5483,6099,11582,240,221,461,5829,6431,12260,78,83,161,5049,5139,10188,209,190,399,5336,5412,10748,64,64,128,4550,4527,9077,230,168,398,4844,4759,9603,53,90,143,7391,8687,16078,442,490,932,7886,9267,17153,2629,2758,5387,81630,84123,165753,3829,3498,7327,88088,90379,178467
LGA16370,2168,4032,98,100,198,1970,2272,4242,15,10,25,2077,2214,4291,96,73,169,2188,2297,4485,9,4,13,1983,2168,4151,78,69,147,2070,2241,4311,9,7,16,1840,2050,3890,97,84,181,1946,2141,4087,4,3,7,1802,1822,3624,79,74,153,1885,1899,3784,6,7,13,4253,5023,9276,211,237,448,4470,5267,9737,137,117,254,26545,28024,54569,1229,1101,2330,27911,29242,57153
LGA16380,2272,4302,81,77,158,2164,2425,4589,59,76,135,2098,2438,4536,91,76,167,2248,2590,4838,56,70,126,2283,2646,4929,126,80,206,2465,2796,5261,50,47,97,2197,2410,4607,107,87,194,2354,2544,4898,35,33,68,2471,2640,5111,108,95,203,2614,2768,5382,61,50,111,7768,9223,16991,369,473,842,8198,9746,17944,1205,1212,2417,32236,35166,67402,1495,1384,2879,34936,37762,72698
LGA16400,2049,3861,99,86,185,1968,2210,4178,60,73,133,2090,2135,4225,109,92,201,2259,2300,4559,40,60,100,1991,2060,4051,116,103,219,2147,2223,4370,38,44,82,1913,2091,4004,98,112,210,2049,2247,4296,27,22,49,2069,2193,4262,123,102,225,2219,2317,4536,49,49,98,5515,5990,11505,423,491,914,5987,6530,12517,1120,1207,2327,29085,30119,59204,1701,1574,3275,31906,32900,64806
LGA16470,1547,3056,87,48,135,1623,1630,3253,32,35,67,1445,1385,2830,86,61,147,1563,1481,3044,19,40,59,1276,1199,2475,72,45,117,1367,1284,2651,14,35,49,1047,1008,2055,56,44,100,1117,1087,2204,13,11,24,877,781,1658,42,37,79,932,829,1761,10,15,25,1526,1926,3452,79,104,183,1615,2045,3660,565,574,1139,17480,17626,35106,992,755,1747,19037,18955,37992
LGA16550,4405,8511,300,278,578,4480,4747,9227,55,44,99,3870,3967,7837,294,248,542,4219,4259,8478,43,38,81,3274,3510,6784,255,223,478,3572,3771,7343,30,43,73,2894,3079,5973,232,191,423,3156,3313,6469,22,41,63,2658,2761,5419,173,192,365,2853,2994,5847,41,68,109,6775,8738,15513,586,706,1292,7402,9512,16914,942,901,1843,57694,60385,118079,4730,4337,9067,63366,65623,128989
LGA16610,588,1147,26,25,51,622,654,1276,34,35,69,667,706,1373,33,24,57,734,765,1499,31,34,65,721,715,1436,40,25,65,792,774,1566,30,36,66,754,720,1474,29,25,54,813,781,1594,19,17,36,710,680,1390,31,28,59,760,725,1485,22,28,50,1884,2171,4055,108,115,223,2014,2314,4328,696,757,1453,9721,9945,19666,488,431,919,10905,11133,22038
LGA16650,3310,6478,195,171,366,3374,3512,6886,26,17,43,3005,3048,6053,191,154,345,3222,3219,6441,19,13,32,2636,2847,5483,162,151,313,2817,3011,5828,14,14,28,2352,2504,4856,161,130,291,2527,2648,5175,6,11,17,2321,2369,4690,145,119,264,2472,2499,4971,8,11,19,6164,7762,13926,376,414,790,6548,8187,14735,299,275,574,44742,46247,90989,3067,2711,5778,48108,49233,97341
LGA16700,3688,6983,120,114,234,3425,3816,7241,12,5,17,3418,3484,6902,141,123,264,3571,3612,7183,6,14,20,3022,3295,6317,117,118,235,3145,3427,6572,14,6,20,2617,2871,5488,115,117,232,2746,2994,5740,6,8,14,2366,2529,4895,105,84,189,2477,2621,5098,9,12,21,5996,7938,13934,294,437,731,6299,8387,14686,168,184,352,47657,50664,98321,2236,2131,4367,50061,52979,103040
LGA16900,2177,4173,69,42,111,2113,2271,4384,34,57,91,2197,2303,4500,68,67,135,2299,2427,4726,38,48,86,2026,2134,4160,80,56,136,2144,2238,4382,35,35,70,1707,1877,3584,69,57,126,1811,1969,3780,20,24,44,1705,1635,3340,62,48,110,1787,1707,3494,29,25,54,3911,4723,8634,156,237,393,4096,4985,9081,964,966,1930,29118,30459,59577,1076,1021,2097,31158,32446,63604
LGA16950,2602,4932,124,121,245,2563,2851,5414,98,131,229,2747,2856,5603,186,128,314,3031,3115,6146,106,105,211,3026,3234,6260,173,153,326,3305,3492,6797,86,72,158,2906,3150,6056,132,144,276,3124,3366,6490,67,65,132,3276,3504,6780,160,140,300,3503,3709,7212,95,108,203,9659,10530,20189,543,673,1216,10297,11311,21608,2139,2179,4318,41081,42582,83663,2491,2339,4830,45711,47100,92811
LGA17000,825,1667,45,27,72,906,881,1787,25,17,42,791,760,1551,53,25,78,869,802,1671,21,23,44,780,711,1491,35,25,60,836,759,1595,12,15,27,604,616,1220,37,22,59,653,653,1306,7,10,17,595,487,1082,31,16,47,633,513,1146,16,17,33,1013,1187,2200,58,62,120,1087,1266,2353,415,428,843,10716,10208,20924,518,408,926,11649,11044,22693
LGA17050,276,528,43,37,80,301,313,614,0,11,11,255,272,527,44,29,73,299,312,611,0,9,9,277,230,507,46,27,73,323,266,589,0,0,0,227,190,417,41,18,59,268,208,476,0,0,0,226,186,412,22,19,41,248,205,453,0,7,7,434,384,818,50,31,81,484,422,906,46,30,76,3429,3070,6499,541,395,936,4016,3495,7511
LGA17100,1108,2073,78,82,160,1046,1194,2240,3,7,10,1044,1246,2290,82,76,158,1129,1329,2458,0,3,3,1067,1050,2117,71,61,132,1138,1114,2252,3,0,3,842,926,1768,45,68,113,890,994,1884,3,0,3,696,689,1385,54,48,102,753,737,1490,3,0,3,1784,2148,3932,123,168,291,1910,2316,4226,63,40,103,16282,16279,32561,1313,1213,2526,17658,17532,35190
LGA17150,7666,14630,269,202,471,7303,7919,15222,41,56,97,6963,7501,14464,272,224,496,7276,7781,15057,49,55,104,7026,7453,14479,260,215,475,7335,7723,15058,29,41,70,6330,6563,12893,261,192,453,6620,6796,13416,24,19,43,5823,5933,11756,205,175,380,6052,6127,12179,62,60,122,13318,16732,30050,545,712,1257,13925,17504,31429,908,830,1738,98426,103481,201907,3832,3385,7217,103166,107696,210862
LGA17200,4440,10692,908,572,1480,7263,5116,12379,67,71,138,5019,3532,8551,694,503,1197,5780,4106,9886,83,52,135,4116,3303,7419,669,427,1096,4868,3782,8650,51,54,105,3370,3094,6464,517,419,936,3938,3567,7505,33,40,73,3085,2595,5680,457,325,782,3575,2960,6535,55,62,117,5665,5866,11531,895,823,1718,6615,6751,13366,1089,1087,2176,76249,69364,145613,12227,9489,21716,89565,79940,169505
LGA17310,1655,3170,92,90,182,1734,1884,3618,112,114,226,1595,1776,3371,83,68,151,1790,1958,3748,104,125,229,1672,1867,3539,88,86,174,1864,2078,3942,80,73,153,1659,1733,3392,89,65,154,1828,1871,3699,69,53,122,1575,1630,3205,70,67,137,1714,1750,3464,73,91,164,3993,4827,8820,221,274,495,4287,5192,9479,2306,2416,4722,23937,25070,49007,1281,1283,2564,27524,28769,56293
LGA17350,176,340,10,0,10,179,176,355,3,3,6,179,209,388,7,10,17,189,222,411,4,4,8,212,193,405,12,6,18,228,203,431,3,4,7,183,190,373,3,6,9,189,200,389,5,0,5,210,180,390,5,5,10,220,185,405,3,5,8,544,649,1193,15,31,46,562,685,1247,56,48,104,2719,2757,5476,97,99,196,2872,2904,5776
LGA17400,171,345,7,5,12,191,193,384,9,14,23,195,157,352,18,7,25,222,178,400,9,16,25,245,284,529,20,21,41,274,321,595,13,7,20,268,271,539,17,15,32,298,293,591,5,7,12,301,267,568,23,13,36,329,287,616,10,6,16,643,693,1336,38,35,73,691,734,1425,217,243,460,2960,3015,5975,210,161,371,3387,3419,6806
LGA17420,6835,12881,192,170,362,6264,7023,13287,9,22,31,6149,6442,12591,159,166,325,6317,6630,12947,9,8,17,5803,6121,11924,173,145,318,5985,6274,12259,14,20,34,5153,5549,10702,149,161,310,5316,5730,11046,10,19,29,4873,5070,9943,150,154,304,5033,5243,10276,11,17,28,9182,9835,19017,325,333,658,9518,10185,19703,301,330,631,81194,83234,164428,2491,2325,4816,83986,85889,169875
LGA17450,105,208,4,3,7,107,108,215,4,0,4,128,94,222,7,5,12,139,99,238,3,3,6,137,121,258,4,7,11,144,131,275,0,3,3,126,111,237,4,0,4,130,114,244,0,0,0,132,112,244,3,3,6,135,115,250,3,6,9,311,309,620,17,12,29,331,327,658,55,27,82,1647,1473,3120,84,73,157,1786,1573,3359
LGA17500,335,644,17,9,26,342,361,703,10,13,23,397,335,732,11,7,18,418,355,773,10,12,22,382,353,735,9,13,22,401,378,779,5,9,14,337,352,689,16,14,30,358,375,733,4,9,13,346,326,672,18,12,30,368,347,715,14,15,29,913,1009,1922,49,39,88,976,1063,2039,208,285,493,5103,4917,10020,215,207,422,5526,5409,10935
